episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
136,68,-11.8000,1,-1,0,-1,0.041288,0.000000,0.112741,0.000000,0.000000,0.000000,0,0.000000,0.8275,0.0000,0.3200
137,94,-8.4000,1,-1,0,-1,0.030522,0.000000,0.151614,0.000000,0.000000,0.000000,0,0.000000,0.8262,0.0000,0.3200
138,100,-21.0000,0,-1,0,-1,0.015640,0.000000,0.185305,0.000000,0.000000,0.000000,0,0.000000,0.8250,0.0000,0.3200
139,100,-15.0000,0,-1,0,-1,0.053270,0.000000,0.084713,0.000000,0.000000,0.000000,0,0.000000,0.8237,0.0000,0.3200
140,100,-8.0000,0,-1,0,-1,0.048296,0.000000,0.068809,0.000000,0.000000,0.000000,0,0.000000,0.8224,0.0000,0.3100
141,100,-8.0000,0,-1,0,-1,0.027710,0.000000,0.109582,0.000000,0.000000,0.000000,0,0.000000,0.8212,0.0000,0.3100
142,100,-9.0000,0,-1,0,-1,0.051580,0.000000,0.090212,0.000000,0.000000,0.000000,0,0.000000,0.8199,0.0000,0.3100
143,100,-14.0000,0,-1,0,-1,0.041154,0.000000,0.120116,0.000000,0.000000,0.000000,0,0.000000,0.8186,0.0000,0.3100
144,45,-3.5000,1,-1,0,-1,0.048085,0.000000,0.113331,0.000000,0.000000,0.000000,0,0.000000,0.8174,0.0000,0.3200
145,100,-8.0000,0,-1,0,-1,0.028200,0.000000,0.105161,0.000000,0.000000,0.000000,0,0.000000,0.8161,0.0000,0.3100
146,80,-7.0000,1,-1,0,-1,0.052660,0.000000,0.063598,0.000000,0.000000,0.000000,0,0.000000,0.8148,0.0000,0.3100
147,100,-10.0000,0,-1,0,-1,0.025750,0.000000,0.141275,0.000000,0.000000,0.000000,0,0.000000,0.8136,0.0000,0.3100
148,100,-9.0000,0,-1,0,-1,0.043085,0.000000,0.122315,0.000000,0.000000,0.000000,0,0.000000,0.8123,0.0000,0.3100
149,100,-9.0000,0,-1,0,-1,0.040998,0.000000,0.117219,0.000000,0.000000,0.000000,0,0.000000,0.8110,0.0000,0.3100
150,35,-2.5000,1,-1,0,-1,0.012784,0.000000,0.020627,0.000000,0.000000,0.000000,0,0.000000,0.8097,0.0000,0.3200
151,100,-8.0000,0,-1,0,-1,0.028297,0.000000,0.105333,0.000000,0.000000,0.000000,0,0.000000,0.8085,0.0000,0.3200
152,82,-13.2000,1,-1,0,-1,0.037303,0.000000,0.099546,0.000000,0.000000,0.000000,0,0.000000,0.8072,0.0000,0.3300
153,100,-9.0000,0,-1,0,-1,0.042597,0.000000,0.046569,0.000000,0.000000,0.000000,0,0.000000,0.8059,0.0000,0.3200
154,84,-7.4000,1,-1,0,-1,0.048854,0.000000,0.093507,0.000000,0.000000,0.000000,0,0.000000,0.8047,0.0000,0.3300
155,78,-12.8000,1,-1,0,-1,0.034944,0.000000,0.051900,0.000000,0.000000,0.000000,0,0.000000,0.8034,0.0000,0.3400
156,100,-8.0000,0,-1,0,-1,0.025602,0.000000,0.087114,0.000000,0.000000,0.000000,0,0.000000,0.8021,0.0000,0.3300
157,67,-5.7000,1,-1,0,-1,0.011809,0.000000,0.066255,0.000000,0.000000,0.000000,0,0.000000,0.8009,0.0000,0.3400
158,53,-16.3000,1,-1,0,-1,0.025705,0.000000,0.080113,0.000000,0.000000,0.000000,0,0.000000,0.7996,0.0000,0.3500
159,35,-2.5000,1,-1,0,-1,0.025469,0.000000,0.044759,0.000000,0.000000,0.000000,0,0.000000,0.7983,0.0000,0.3600
160,92,-50.2000,1,-1,0,-1,0.051278,0.000000,0.060541,0.000000,0.000000,0.000000,0,0.000000,0.7971,0.0000,0.3700
161,72,-6.2000,1,-1,0,-1,0.034735,0.000000,0.059377,0.000000,0.000000,0.000000,0,0.000000,0.7958,0.0000,0.3700
162,75,-6.5000,1,-1,0,-1,0.048385,0.000000,0.032628,0.000000,0.000000,0.000000,0,0.000000,0.7945,0.0000,0.3700
163,100,-8.0000,0,-1,0,-1,0.044667,0.000000,-0.002709,0.000000,0.000000,0.000000,0,0.000000,0.7933,0.0000,0.3600
164,80,-37.0000,1,-1,0,-1,0.023638,0.000000,-0.033005,0.000000,0.000000,0.000000,0,0.000000,0.7920,0.0000,0.3600
165,100,-39.0000,0,-1,0,-1,0.035513,0.000000,-0.013691,0.000000,0.000000,0.000000,0,0.000000,0.7907,0.0000,0.3600
166,79,-18.9000,1,-1,0,-1,0.059387,0.000000,-0.050470,0.000000,0.000000,0.000000,0,0.000000,0.7895,0.0000,0.3600
167,100,-8.0000,0,-1,0,-1,0.034527,0.000000,-0.048968,0.000000,0.000000,0.000000,0,0.000000,0.7882,0.0000,0.3600
168,100,-9.0000,0,-1,0,-1,0.041402,0.000000,-0.060422,0.000000,0.000000,0.000000,0,0.000000,0.7869,0.0000,0.3600
169,100,-8.0000,0,-1,0,-1,0.040974,0.000000,-0.030819,0.000000,0.000000,0.000000,0,0.000000,0.7856,0.0000,0.3600
170,100,-8.0000,0,-1,0,-1,0.049418,0.000000,-0.054065,0.000000,0.000000,0.000000,0,0.000000,0.7844,0.0000,0.3500
171,100,-8.0000,0,-1,0,-1,0.053960,0.000000,-0.036532,0.000000,0.000000,0.000000,0,0.000000,0.7831,0.0000,0.3500
172,84,-7.4000,1,-1,0,-1,0.044832,0.000000,-0.071108,0.000000,0.000000,0.000000,0,0.000000,0.7818,0.0000,0.3600
173,100,-8.0000,0,-1,0,-1,0.045267,0.000000,-0.076665,0.000000,0.000000,0.000000,0,0.000000,0.7806,0.0000,0.3500
174,100,-8.0000,0,-1,0,-1,0.059825,0.000000,-0.149796,0.000000,0.000000,0.000000,0,0.000000,0.7793,0.0000,0.3400
175,70,-31.0000,1,-1,0,-1,0.041779,0.000000,-0.113617,0.000000,0.000000,0.000000,0,0.000000,0.7780,0.0000,0.3500
176,93,-8.3000,1,-1,0,-1,0.034519,0.000000,-0.090837,0.000000,0.000000,0.000000,0,0.000000,0.7768,0.0000,0.3600
177,100,-9.0000,0,-1,0,-1,0.042357,0.000000,-0.130636,0.000000,0.000000,0.000000,0,0.000000,0.7755,0.0000,0.3500
178,94,-26.4000,1,-1,0,-1,0.057431,0.000000,-0.113805,0.000000,0.000000,0.000000,0,0.000000,0.7742,0.0000,0.3600
179,100,-8.0000,0,-1,0,-1,0.049884,0.000000,-0.091842,0.000000,0.000000,0.000000,0,0.000000,0.7730,0.0000,0.3600
180,100,-10.0000,0,-1,0,-1,0.036228,0.000000,-0.124164,0.000000,0.000000,0.000000,0,0.000000,0.7717,0.0000,0.3600
181,74,-6.4000,1,-1,0,-1,0.042827,0.000000,-0.094423,0.000000,0.000000,0.000000,0,0.000000,0.7704,0.0000,0.3700
182,73,-6.3000,1,-1,0,-1,0.028521,0.000000,-0.080946,0.000000,0.000000,0.000000,0,0.000000,0.7692,0.0000,0.3800
183,43,-3.3000,1,-1,0,-1,0.025787,0.000000,-0.112870,0.000000,0.000000,0.000000,0,0.000000,0.7679,0.0000,0.3800
184,100,-8.0000,0,-1,0,-1,0.045805,0.000000,-0.102199,0.000000,0.000000,0.000000,0,0.000000,0.7666,0.0000,0.3700
185,80,-31.0000,1,-1,0,-1,0.035597,0.000000,-0.144334,0.000000,0.000000,0.000000,0,0.000000,0.7654,0.0000,0.3800
