episode,steps,total_reward,success,key_found_step,door_attempts_without_key,door_opened_step,mean_loss,mean_td_error,mean_q_value,mean_mood_value,mean_mood_action,mean_overall_mood,exploration_boosts,mean_mood_bias,epsilon,effective_epsilon,success_rate_100
135,159,2.7400,1,147,2,158,0.054687,-0.437146,10.799383,-0.041496,0.003039,-0.023682,615,-0.011841,0.2540,0.2540,0.7300
136,126,4.7600,1,112,1,124,0.049581,-0.404969,10.824549,-0.037895,-0.003728,-0.024228,615,-0.012114,0.2480,0.2480,0.7300
137,85,6.9000,1,50,0,84,0.049976,-0.403024,10.809431,-0.034684,0.003997,-0.019212,615,-0.009606,0.2440,0.2440,0.7300
138,62,9.9200,1,47,0,61,0.045590,-0.401709,10.863926,-0.034824,0.003599,-0.019455,615,-0.009727,0.2410,0.2410,0.7300
139,26,11.1600,1,16,0,25,0.039130,-0.319135,10.895826,-0.025556,0.005340,-0.013197,615,-0.006599,0.2398,0.2398,0.7300
140,23,11.7800,1,14,0,21,0.037139,-0.383042,10.817428,-0.023336,0.003761,-0.012497,615,-0.006249,0.2387,0.2387,0.7400
141,30,11.6000,1,9,0,29,0.039597,-0.442708,10.706494,-0.030952,0.004042,-0.016954,615,-0.008477,0.2373,0.2373,0.7500
142,20,12.0000,1,5,0,19,0.052061,-0.440778,10.826644,-0.029238,0.003786,-0.016028,615,-0.008014,0.2363,0.2363,0.7500
143,52,9.5200,1,44,1,51,0.043186,-0.414291,10.768965,-0.031302,0.005575,-0.016551,615,-0.008276,0.2339,0.2339,0.7600
144,35,10.7000,1,27,1,33,0.049129,-0.364216,10.774560,-0.028838,0.011110,-0.012859,615,-0.006429,0.2322,0.2322,0.7600
145,32,11.1200,1,26,0,31,0.067299,-0.522022,10.742323,-0.036071,0.007103,-0.018801,615,-0.009401,0.2307,0.2307,0.7600
146,12,12.5200,1,6,0,11,0.043977,-0.278189,10.713943,-0.024358,0.007301,-0.011694,615,-0.005847,0.2301,0.2301,0.7600
147,40,11.0000,1,25,0,36,0.042424,-0.357932,10.781823,-0.025268,0.001851,-0.014420,615,-0.007210,0.2282,0.2282,0.7600
148,41,11.0600,1,32,0,40,0.047201,-0.432633,10.772003,-0.032733,0.002797,-0.018521,615,-0.009261,0.2263,0.2263,0.7600
149,14,12.4400,1,6,0,13,0.053467,-0.411883,10.787154,-0.025361,0.006795,-0.012498,615,-0.006249,0.2256,0.2256,0.7600
150,25,11.5000,1,19,1,24,0.049011,-0.380284,10.780450,-0.029057,0.006542,-0.014817,615,-0.007409,0.2244,0.2244,0.7600
151,74,9.2400,1,64,0,71,0.046835,-0.415366,10.794488,-0.035259,0.004457,-0.019373,615,-0.009686,0.2209,0.2209,0.7700
152,12,12.5200,1,6,0,11,0.059995,-0.707892,10.714835,-0.034321,0.005920,-0.018224,615,-0.009112,0.2203,0.2203,0.7700
153,42,10.5200,1,25,1,33,0.045438,-0.444877,10.770505,-0.035971,0.000583,-0.021349,615,-0.010675,0.2183,0.2183,0.7800
154,16,12.3600,1,8,0,15,0.053824,-0.497677,10.780115,-0.030317,0.006519,-0.015583,615,-0.007791,0.2176,0.2176,0.7900
155,24,11.8400,1,8,0,19,0.043823,-0.323847,10.813137,-0.024372,0.006916,-0.011857,615,-0.005928,0.2164,0.2164,0.8000
156,20,12.0000,1,14,0,19,0.058854,-0.427493,10.806636,-0.025436,0.008423,-0.011892,615,-0.005946,0.2155,0.2155,0.8000
157,23,11.5800,1,14,0,19,0.035884,-0.376603,10.705627,-0.026262,0.003932,-0.014184,615,-0.007092,0.2144,0.2144,0.8000
158,14,12.2400,1,5,0,13,0.066431,-0.471463,10.859466,-0.022838,0.002777,-0.012592,615,-0.006296,0.2137,0.2137,0.8100
159,24,11.4400,1,13,0,23,0.058774,-0.381005,10.751670,-0.027188,0.001830,-0.015580,615,-0.007790,0.2126,0.2126,0.8200
160,17,12.0200,1,10,0,16,0.048503,-0.356745,10.788895,-0.022089,0.002313,-0.012328,615,-0.006164,0.2118,0.2118,0.8200
161,45,9.1000,1,9,0,21,0.055955,-0.332316,10.789212,-0.026707,0.006708,-0.013341,615,-0.006670,0.2096,0.2096,0.8300
162,41,9.4600,1,15,0,34,0.061047,-0.357010,10.783303,-0.027182,0.008019,-0.013102,615,-0.006551,0.2077,0.2077,0.8300
163,20,11.8000,1,12,0,19,0.045813,-0.309816,10.888294,-0.022880,0.011249,-0.009229,615,-0.004614,0.2068,0.2068,0.8300
164,21,11.6600,1,15,0,20,0.056093,-0.440213,10.783989,-0.025720,0.010005,-0.011430,615,-0.005715,0.2058,0.2058,0.8300
165,15,12.3000,1,8,0,14,0.069155,-0.565168,10.796589,-0.026719,0.002461,-0.015047,615,-0.007524,0.2050,0.2050,0.8300
166,52,9.7200,1,44,1,51,0.040440,-0.265695,10.816169,-0.022409,0.007698,-0.010366,615,-0.005183,0.2026,0.2026,0.8300
167,15,12.3000,1,8,0,14,0.050350,-0.376070,10.842833,-0.023173,0.007629,-0.010852,615,-0.005426,0.2019,0.2019,0.8300
168,30,11.2000,1,22,0,29,0.046395,-0.406835,10.818619,-0.026532,0.002313,-0.014994,615,-0.007497,0.2004,0.2004,0.8300
169,18,11.8800,1,10,0,17,0.046096,-0.346013,10.760509,-0.022882,0.006350,-0.011189,615,-0.005594,0.1996,0.1996,0.8300
170,16,12.3600,1,10,0,15,0.044977,-0.425439,10.792446,-0.024486,0.004540,-0.012875,615,-0.006438,0.1988,0.1988,0.8400
171,40,11.2000,1,31,0,39,0.052666,-0.471495,10.749029,-0.030814,0.003181,-0.017216,615,-0.008608,0.1969,0.1969,0.8400
172,18,12.0800,1,11,0,16,0.044409,-0.269917,10.801282,-0.026589,0.002661,-0.014889,615,-0.007445,0.1961,0.1961,0.8500
173,51,9.4600,1,37,0,50,0.049626,-0.431374,10.758720,-0.033939,0.005222,-0.018274,615,-0.009137,0.1936,0.1936,0.8500
